stockcode,total_quantity_sold,average_demand,demand_variance,total_product_revenue,unique_customers
22085,2482,12.860103626943005,1989.256368739204,6651.900000000001,141
22086,28380,16.33851468048359,2344.636493875501,76598.18000000001,896
22087,7752,11.43362831858407,251.844185043333,21336.350000000002,314
22088,4038,8.32577319587629,163.05480957655283,11086.900000000001,266
22089,3196,7.432558139534883,211.7658372635116,8842.150000000001,290
22090,15227,11.914710485133021,601.1054842935623,41656.490000000005,631
22091,3039,12.557851239669422,776.0485065669899,2152.81,184
22092,903,6.7894736842105265,119.8795853269537,548.05,105
22093,2315,9.26,639.6228915662654,1353.21,179
22094,3396,14.451063829787234,1799.0777232224023,2255.19,181
22095,2820,14.387755102040817,1310.5360544217679,2741.16,125
22096,1646,9.797619047619047,1440.98873681209,886.28,129
22097,2021,9.228310502283104,907.1127728205771,1180.79,158
22098,2762,11.508333333333333,868.5605997210602,1702.83,161
22099,2019,9.053811659192824,675.1952894598636,1329.17,168
22100,943,11.5,526.0802469135804,574.17,71
22101,1088,21.76,3990.5534693877544,1014.72,44
22102,1738,42.390243902439025,24187.993902439022,1024.5,35
22103,1598,31.96,8479.916734693878,1368.54,43
22104,1026,25.024390243902438,5769.124390243903,694.26,31
22105,613,22.703703703703702,3956.60113960114,937.25,23
22106,427,11.86111111111111,750.465873015873,1171.85,29
22107,841,4.449735449735449,29.238151525385565,2957.3,118
22108,197,4.020408163265306,15.520408163265303,537.89,34
22109,2872,7.270886075949367,159.01019083724216,10321.92,205
22110,1866,5.586826347305389,172.6576037114958,4233.11,217
22111,9092,6.172437202987101,259.75013651524563,42463.200000000004,717
22112,9904,6.774281805745554,117.37132990821068,45601.340000000004,631
22113,5623,5.969214437367303,115.21159109318143,20977.78,488
22114,8848,6.759358288770054,149.32354576526222,34479.62,626
22115,2709,7.674220963172805,377.7373165078547,4639.530000000001,244
22116,735,5.78740157480315,108.02587176602917,924.69,96
22117,1724,8.795918367346939,1880.7889063317637,5051.6,142
22118,765,3.0846774193548385,134.91992621130998,3466.03,195
22119,882,2.6172106824925816,8.15958386321888,5409.46,244
22120,967,3.060126582278481,8.545579666465734,9289.2,196
22121,1411,3.5994897959183674,94.97728874158364,8343.19,303
22122,1053,6.540372670807454,205.37492236024846,3042.3500000000004,113
22123,557,6.054347826086956,38.05195891065454,1233.95,77
22124,179,4.589743589743589,28.458839406207822,422.97,29
22125,608,3.7300613496932513,20.827917897447552,3514.6000000000004,117
22127,3445,22.966666666666665,3279.6834451901573,3998.45,128
22128,3867,20.569148936170212,1163.6689896461482,4588.65,143
22129,2806,26.22429906542056,1789.4397813436779,2231.84,97
22130,6896,18.84153005464481,483.18029792649156,5704.04,298
22131,4965,9.65953307392996,786.6538368185934,8846.17,276
22132,3044,12.736401673640167,342.0604760732743,2521.88,154
22133,2198,12.779069767441861,373.7871617027062,1819.9399999999998,109
22134,1981,15.598425196850394,1870.3533308336453,782.22,80
22135,1177,11.427184466019417,814.521606700933,479.1,58
22136,1882,9.60204081632653,276.93825222396634,2990.1,117
22137,583,18.806451612903224,5903.227956989246,1407.85,24
22138,9035,5.154021677124929,206.33813592875327,43070.91,1137
22139,10052,5.4393939393939394,97.49280569637935,47531.450000000004,941
22141,3060,6.891891891891892,125.77609663839907,6249.280000000001,313
22142,4090,9.27437641723356,245.28136466707915,5741.94,336
22143,420,7.777777777777778,409.83647798742123,834.0,51
22144,4289,7.855311355311355,157.2065497193937,8790.7,392
22145,1260,7.283236994219653,108.23907783304216,2566.0,153
22146,1343,13.297029702970297,670.5108910891088,2342.85,93
22147,12605,11.835680751173708,1786.6825602739248,17238.05,582
22148,2994,12.024096385542169,434.61232024873715,5430.3,209
22149,12174,10.036273701566364,1034.6934026048934,24248.29,684
22150,7633,9.00117924528302,656.0838238733812,13756.75,505
22151,27085,40.72932330827068,6567.544093667911,10910.31,361
22152,6129,27.0,2849.168141592921,2493.11,154
22153,5389,26.81094527363184,978.4440796019906,2243.2200000000003,136
22154,6808,28.485355648535563,1654.9987342217212,2816.16,163
22155,5487,23.25,814.9287234042553,2304.54,165
22156,5717,13.388758782201405,269.219403854823,4816.42,259
22157,1671,14.405172413793103,165.02571214392802,1420.35,88
22158,7982,12.167682926829269,881.8497021038916,22471.86,374
22161,5388,22.638655462184875,1332.712761053788,1590.98,156
22162,925,6.702898550724638,169.90378715751612,2671.15,92
22163,961,8.81651376146789,89.92898402990146,1569.19,86
22164,303,7.214285714285714,69.29442508710801,812.2500000000001,40
22165,783,6.1171875,317.9310408464567,5020.41,82
22166,303,7.390243902439025,423.5439024390245,1622.6100000000001,31
22167,526,3.1497005988023954,63.055767982108065,3830.9,92
22168,645,2.1217105263157894,18.892728417578603,5349.3,250
22169,2094,3.6736842105263157,29.376634908889088,16676.94,276
22170,2309,4.527450980392157,50.14364574906585,14658.65,279
22171,2999,5.512867647058823,336.5081214115481,21458.42,269
22172,339,2.159235668789809,4.314225053078557,2839.0,124
22173,4538,6.302777777777778,136.07509658476295,12846.140000000001,383
22174,3928,12.670967741935485,1192.312099384069,6011.24,178
22175,1750,5.87248322147651,159.88267462092975,4867.4800000000005,161
22176,1123,5.127853881278539,75.00192702442293,3212.8500000000004,125
22177,300,2.9411764705882355,114.25393127548045,2579.64,90
22178,37285,25.41581458759373,3470.421796112939,45746.75,593
22179,1788,4.425742574257426,48.86543989386528,11501.14,201
22180,914,2.553072625698324,5.631629187988044,8868.1,226
22181,1485,14.00943396226415,537.4380053908357,1212.33,85
22182,359,5.523076923076923,43.87836538461538,1229.05,58
22183,282,4.476190476190476,29.801843317972356,1438.05,58
22184,268,3.7746478873239435,22.062776659959756,1609.2,60
22185,3738,9.862796833773087,115.01287152210631,5723.6,298
22186,1904,6.680701754385965,71.30966147763776,4840.84,234
22187,1982,6.787671232876712,69.81730452384316,5838.0199999999995,230
22188,10255,21.014344262295083,8162.9874734910945,27324.45,292
22189,15946,14.061728395061728,4144.642258616375,47414.200000000004,536
22190,1164,9.312,244.13574193548376,1935.93,88
22191,1933,3.2487394957983193,224.95822652293205,15764.1,335
22192,1373,2.681640625,9.415083017367907,11358.78,260
22193,1835,3.3063063063063063,39.77604319120564,14986.09,265
22194,353,2.4859154929577465,12.336679652382381,2918.05,100
22195,4603,8.668549905838042,155.8899335536368,7496.07,325
22196,5785,9.85519591141397,265.7452075980719,4860.7,304
22197,76944,42.88963210702341,26871.457973874625,58267.74,601
22198,6654,13.77639751552795,501.12002267982723,10530.7,240
22199,1661,6.062043795620438,519.6041950749978,6281.71,158
22200,1155,5.0,79.46956521739135,4602.79,120
22201,411,3.8773584905660377,196.64195867026064,1581.75,76
22202,946,6.025477707006369,132.49934672546138,3389.1,91
22203,1227,4.527675276752768,269.47978679786786,4386.64,166
22204,413,4.214285714285714,208.1701030927836,1439.41,66
22207,2858,8.820987654320987,479.46011543018824,11283.86,189
22208,2082,6.5266457680250785,59.01108022318171,2525.87,237
22209,1263,6.476923076923077,44.70436161776367,1524.82,159
22210,1461,6.243589743589744,98.5884780455596,1707.56,179
22211,1281,6.158653846153846,41.109973058342604,1625.28,161
22212,3709,5.991922455573506,143.80414176743983,7412.31,323
22214,462,8.884615384615385,131.71191553544492,1069.3,43
22215,1029,3.225705329153605,11.942607598430632,8007.3,245
22216,1069,17.241935483870968,463.2355896351137,775.5699999999999,48
22217,2176,12.505747126436782,288.33233672181257,2336.02,152
22218,1113,6.081967213114754,107.95478292199603,4406.75,143
22219,8375,11.211512717536815,353.2045321590198,7009.55,384
22220,711,2.9139344262295084,12.136595156176206,6230.049999999999,190
22221,884,6.359712230215828,678.9131477426752,6339.0,108
22222,1219,4.104377104377105,38.9113659113659,4512.45,203
22223,559,4.4015748031496065,31.2580927384077,2060.25,89
22224,2105,6.856677524429967,60.31272487279382,6016.950000000001,234
22227,5215,13.00498753117207,143.9099750623442,3379.55,195
22228,1477,8.297752808988765,51.792198311432735,1129.4099999999999,148
22229,860,7.288135593220339,42.56584093872228,644.52,101
22230,1366,10.841269841269842,562.6146031746032,731.02,96
22231,1948,8.696428571428571,137.79083920563752,2340.58,166
22232,1019,8.93859649122807,90.12893960565128,1147.03,96
22233,881,6.776923076923077,51.383959451401296,1077.35,112
22236,1074,2.7468030690537084,12.651111548298248,12951.9,251
22241,3806,11.227138643067846,626.9867169363426,4483.06,242
22242,4659,15.126623376623376,779.7200706459669,7267.349999999999,186
22243,7552,23.024390243902438,5052.396956813603,11476.8,181
22244,4542,16.106382978723403,937.2555463012039,8205.3,169
22245,4371,15.723021582733812,698.3092875879802,3563.5499999999997,166
22246,880,8.30188679245283,115.43180592991916,1685.8799999999999,84
22247,971,9.074766355140186,181.33397989772521,792.0699999999999,86
22248,773,8.494505494505495,63.60830280830278,648.73,77
22249,1291,8.782312925170068,62.43173981921538,1080.71,126
22250,1018,8.852173913043478,185.54813119755917,836.18,98
22251,1605,8.582887700534759,185.3197055948477,1906.69,141
22252,950,8.26086956521739,129.38749046529367,1168.06,85
22253,937,13.01388888888889,973.2251564945225,1096.39,62
22254,1294,11.350877192982455,342.6722558608912,1581.02,95
22255,998,11.088888888888889,99.13807740324593,848.3,73
22256,846,9.837209302325581,247.8320109439123,1025.58,78
22257,322,11.925925925925926,794.3789173789174,243.14,23
22258,1113,15.246575342465754,744.4661339421614,1000.77,69
22259,478,13.657142857142857,676.4084033613444,358.46,31
22260,1187,10.504424778761061,828.5736409608087,973.0699999999999,85
22261,1753,10.888198757763975,1253.812422360248,1412.57,126
22262,1734,8.757575757575758,83.16935856022153,1477.02,135
22263,722,16.044444444444444,1897.725252525253,484.34,34
22264,1803,20.033333333333335,1447.9426966292135,865.7099999999999,80
22265,1781,12.454545454545455,510.4891165172857,1129.65,107
22266,2476,18.757575757575758,3280.4445986583387,958.3,101
22267,1457,13.36697247706422,1082.530750934421,1255.43,91
22268,2345,14.65625,607.736438679245,1075.55,117
22269,1400,9.271523178807946,170.91911699779254,1194.64,107
22270,631,4.708955223880597,55.54623499046121,2314.41,104
22271,4744,6.796561604584527,193.40475143163724,13244.460000000001,400
22272,1343,4.796428571428572,84.94407322068612,3684.9100000000003,207
22273,7203,10.130801687763713,2588.950472454984,19332.93,423
22274,3675,6.303602058319039,140.06746122968656,10227.310000000001,344
22275,902,3.1649122807017545,28.750877192982458,7315.950000000001,168
22276,1780,5.855263157894737,72.44102831335765,4372.5,213
22277,1303,6.8578947368421055,205.19133945976046,2633.42,147
22278,799,3.2745901639344264,32.49630641570535,3899.05,164
22279,1073,8.653225806451612,238.60234723314977,1636.86,108
22280,579,6.362637362637362,164.967032967033,943.03,79
22281,423,4.316326530612245,256.5277719335155,2192.25,83
22282,475,3.3216783216783217,178.19156899438596,5176.67,92
22283,923,3.1077441077441077,90.00186550186552,6881.6900000000005,196
22284,2341,9.836134453781513,417.5299968088502,3665.25,157
22285,2631,11.959090909090909,1132.2951224574508,4028.55,165
22286,1819,12.631944444444445,784.4859654234654,1937.07,119
22287,1284,14.426966292134832,1155.7929009193053,1317.66,81
22288,1265,13.75,1024.8489010989001,1416.25,75
22289,723,14.176470588235293,1777.3082352941178,738.75,45
22290,657,9.521739130434783,1277.429667519181,1168.2,60
22291,3090,14.439252336448599,509.93760695011184,4185.3,141
22292,2638,14.182795698924732,1371.4042429526298,3529.8999999999996,145
22293,1905,11.981132075471699,629.1452113685218,2582.25,114
22294,16260,22.002706359945872,1314.7452501182656,19686.6,414
22295,8159,12.808477237048665,474.8280412310066,13184.07,381
22296,9416,12.389473684210527,498.15114069759346,15218.08,428
22297,12939,19.42792792792793,951.7338955496849,15836.59,391
22299,3795,29.6484375,1635.6628321850392,4147.69,103
22300,3923,9.453012048192772,492.15660322449213,9021.390000000001,254
22301,4733,10.113247863247864,523.6381110562055,10831.29,273
22302,4808,13.581920903954803,1568.3119668379177,10043.41,212
22303,5310,11.03950103950104,490.3005197505197,12179.95,266
22304,2330,16.408450704225352,2448.229147937269,4455.110000000001,98
22305,2230,17.6984126984127,2432.3883174603193,4559.8,87
22306,1578,10.52,106.18416107382546,2157.17,125
22307,1153,11.303921568627452,144.49087555814404,1640.4099999999999,87
22308,515,5.255102040816326,73.61466442247006,1273.39,75
22309,1208,7.105882352941176,208.85262791507137,2850.93,117
22310,1489,13.176991150442477,641.3433944374211,2299.29,64
22311,1937,10.088541666666666,697.9031140924955,5576.95,120
22312,995,5.264550264550264,49.08921535517277,3186.7900000000004,104
22313,952,8.814814814814815,645.2551055728628,2899.54,74
22314,1020,5.513513513513513,48.14247943595773,3315.5400000000004,101
22315,1930,6.476510067114094,197.5903554561273,2325.86,191
22316,1224,12.884210526315789,1066.0396416573349,1370.4,62
22317,450,4.639175257731959,8.524699312714775,1324.0200000000002,83
22318,1461,5.037931034482758,17.6836773654695,4281.150000000001,204
22319,2957,18.141104294478527,307.13428766189503,1635.01,141
22320,578,3.4201183431952664,29.542688081149603,3390.46,130
22321,2224,14.165605095541402,166.53650171484568,1870.12,118
22322,1060,11.521739130434783,54.58193979933112,900.9999999999999,77
22323,570,7.702702702702703,155.36245834875967,1383.8999999999999,57
22324,543,7.985294117647059,171.20873573309916,1314.81,53
22325,439,2.8141025641025643,15.829735318444989,2137.35,129
22326,14696,12.679896462467644,934.036478054902,40414.520000000004,439
22327,2628,5.497907949790795,120.61529959737902,7440.6,256
22328,12440,12.464929859719438,2679.8919483902637,33918.04,401
22329,4791,11.299528301886792,449.26940876042624,7468.15,261
22330,115,7.666666666666667,44.666666666666664,166.75,15
22331,3460,9.914040114613181,262.3144287455129,5456.36,225
22332,4065,12.02662721893491,2216.0200604006823,6264.049999999999,233
22333,9798,16.27574750830565,2156.512855097539,15014.779999999999,333
22334,2196,8.784,558.6439196787145,3460.24,180
22335,8034,22.954285714285714,2558.714236594349,4895.1,242
22336,4442,28.11392405063291,2237.324518261712,2014.76,136
22337,2165,25.470588235294116,3543.7759103641447,1292.05,67
22338,5509,29.778378378378378,1603.7930082256169,1763.25,143
22339,3308,30.91588785046729,1712.2287074590013,1235.54,86
22340,1345,14.157894736842104,79.94288913773794,1027.41,81
22341,3332,23.631205673758867,6770.591590678823,5252.599999999999,128
22342,1608,13.982608695652173,131.6663615560641,2029.2,109
22343,2982,22.59090909090909,1359.3580846634277,1785.54,90
22344,1344,16.0,795.0843373493977,626.04,65
22345,1299,15.464285714285714,797.9384681583475,598.41,62
22346,1129,18.20967741935484,1136.4307244843997,509.71,43
22347,2641,34.75,8500.536666666667,2936.4500000000003,50
22348,11899,16.998571428571427,1513.7525015328038,9667.21,344
22349,2383,7.446875,1799.7902723354234,9052.75,226
22350,2592,10.204724409448819,3287.5863807537894,6598.56,169
22351,12,12.0,0.0,19.8,1
22352,6690,7.954815695600476,209.73367023384853,15883.39,366
22353,2800,7.466666666666667,217.15329768270936,6713.400000000001,200
22354,2080,8.739495798319327,103.0457752721342,7465.42,157
22355,19483,16.262938230383973,597.6709895216604,15502.35,393
22356,16623,14.881826320501343,784.7405027547535,13323.29,423
22357,1873,5.927215189873418,1567.655003013864,8044.09,259
22358,2286,5.876606683804627,79.83525031139853,6468.580000000001,295
22359,1227,7.916129032258064,3179.168244658566,3755.77,117
22360,2286,7.495081967213115,233.25737704918046,6254.700000000001,209
22361,1535,5.7924528301886795,197.77873070325901,4242.650000000001,189
22362,658,3.7175141242937855,83.19247560349255,1893.9800000000002,133
22363,735,5.6106870229007635,224.25496183206113,2034.2900000000002,99
22364,1893,8.376106194690266,2215.577915437561,5556.55,164
22365,2221,6.382183908045977,675.6316125078673,13762.55,193
22366,2370,5.460829493087558,475.4961526590823,14935.06,252
22367,7702,7.640873015873016,139.00694739994637,14294.64,593
22371,1522,3.001972386587771,17.460470410303195,6962.48,285
22372,526,2.307017543859649,6.566117938016849,2554.08,163
22374,894,2.6064139941690962,6.479140026938095,4273.34,226
22375,471,2.4153846153846152,7.110071371927039,2171.25,135
22376,449,2.314432989690722,3.79181133486459,2148.09,145
